,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,pension
7892,25,services,single,secondary,no,895,yes,no,unknown,3,jun,167,1,-1,0,unknown,1
7893,27,services,single,secondary,no,504,yes,no,cellular,18,may,106,5,362,8,other,0
7894,33,management,single,secondary,no,2955,yes,no,cellular,18,may,178,2,-1,0,unknown,0
7895,51,services,married,secondary,no,122,no,yes,cellular,6,aug,499,2,-1,0,unknown,0
7896,32,management,married,tertiary,no,2204,no,no,cellular,27,aug,123,4,-1,0,unknown,0
7897,53,blue-collar,married,unknown,no,111,no,no,unknown,20,jun,39,3,-1,0,unknown,0
7898,29,management,single,tertiary,no,1566,yes,no,unknown,4,jun,233,1,-1,0,unknown,1
7899,33,admin.,divorced,secondary,no,661,yes,no,cellular,4,may,90,4,167,3,failure,0
7900,33,management,single,tertiary,no,2485,yes,no,cellular,2,nov,91,2,-1,0,unknown,0
7901,32,services,married,secondary,no,3756,yes,no,unknown,4,jun,85,3,-1,0,unknown,0
7902,31,blue-collar,married,secondary,no,43,yes,no,unknown,19,may,405,3,-1,0,unknown,0
7903,45,management,married,tertiary,no,1529,no,no,cellular,30,jun,160,1,-1,0,unknown,0
7904,57,services,married,secondary,no,84,yes,no,unknown,15,may,59,1,-1,0,unknown,0
7905,47,services,married,secondary,no,311,yes,yes,cellular,12,may,238,1,301,3,failure,0
7906,52,blue-collar,married,secondary,no,408,no,no,cellular,29,jan,338,2,-1,0,unknown,0
7907,56,housemaid,divorced,secondary,no,1866,no,yes,cellular,1,oct,760,1,-1,0,unknown,0
7908,51,blue-collar,married,primary,no,42,yes,no,cellular,12,may,51,2,342,3,failure,0
7909,40,student,married,secondary,no,260,no,no,cellular,19,nov,52,1,152,6,failure,0
7910,30,management,married,tertiary,no,2994,yes,no,cellular,26,mar,156,1,137,1,other,0
7911,39,management,married,tertiary,no,0,no,no,unknown,27,may,205,8,-1,0,unknown,0
7912,42,admin.,married,secondary,no,1133,yes,no,cellular,4,feb,161,4,212,3,failure,0
7913,25,management,single,tertiary,no,2305,no,no,cellular,3,feb,207,1,-1,0,unknown,0
7914,60,retired,married,secondary,no,143,no,no,telephone,30,jan,345,1,-1,0,unknown,0
7915,37,management,married,primary,no,4721,no,no,telephone,28,jan,46,1,-1,0,unknown,1
7916,48,blue-collar,married,primary,no,5366,yes,no,unknown,21,may,248,3,-1,0,unknown,0
7917,32,management,married,tertiary,no,71,no,no,cellular,2,feb,75,1,-1,0,unknown,1
7918,33,admin.,single,secondary,no,1437,yes,no,unknown,21,may,641,1,-1,0,unknown,0
7919,51,housemaid,married,primary,no,1093,no,yes,unknown,18,jun,18,1,-1,0,unknown,0
7920,43,admin.,married,secondary,no,817,yes,yes,cellular,21,nov,51,1,-1,0,unknown,0
7921,31,blue-collar,married,primary,no,196,no,no,cellular,7,aug,248,1,-1,0,unknown,1
7922,36,housemaid,married,secondary,no,205,yes,no,telephone,18,nov,176,4,-1,0,unknown,0
7923,58,self-employed,married,secondary,no,0,yes,no,telephone,3,feb,702,3,264,9,failure,0
7924,33,blue-collar,married,primary,no,1002,yes,no,unknown,30,may,201,4,-1,0,unknown,0
7925,31,technician,single,secondary,no,2916,no,no,cellular,14,aug,174,2,-1,0,unknown,1
7926,28,technician,single,tertiary,no,4513,yes,no,unknown,27,may,167,3,-1,0,unknown,1
7927,29,blue-collar,married,primary,no,7,yes,no,cellular,12,may,69,3,-1,0,unknown,0
7928,34,technician,married,secondary,no,0,no,no,cellular,28,aug,183,10,-1,0,unknown,1
7929,31,technician,single,secondary,no,253,no,no,cellular,13,jan,262,1,-1,0,unknown,1
7930,31,services,married,secondary,no,28,yes,no,unknown,8,may,101,1,-1,0,unknown,0
7931,37,admin.,divorced,tertiary,no,-65,no,no,cellular,21,jul,226,1,-1,0,unknown,0
7932,32,services,divorced,tertiary,no,376,yes,no,unknown,20,may,102,2,-1,0,unknown,0
7933,42,management,married,secondary,no,1018,no,no,cellular,29,jul,305,2,-1,0,unknown,0
7934,34,technician,married,secondary,no,260,yes,no,cellular,17,apr,20,2,238,2,failure,0
7935,60,services,divorced,secondary,no,758,no,no,cellular,3,feb,282,1,-1,0,unknown,0
7936,32,unemployed,married,secondary,no,262,no,no,cellular,29,jan,203,1,-1,0,unknown,0
7937,47,technician,divorced,secondary,no,236,no,no,cellular,18,aug,263,4,-1,0,unknown,1
7938,45,services,divorced,secondary,no,396,yes,yes,cellular,1,apr,251,4,329,4,failure,0
7939,50,entrepreneur,married,secondary,no,1857,no,yes,unknown,19,jun,26,2,-1,0,unknown,0
7940,39,self-employed,married,secondary,no,4722,yes,no,unknown,17,jun,483,1,-1,0,unknown,0
7941,60,retired,divorced,secondary,no,935,no,no,cellular,31,jul,8,17,-1,0,unknown,0
7942,47,management,married,unknown,no,4567,no,no,telephone,31,jul,921,4,-1,0,unknown,0
7943,40,admin.,divorced,secondary,no,220,yes,no,cellular,18,may,197,2,-1,0,unknown,0
7944,26,blue-collar,single,secondary,no,8,yes,no,cellular,13,may,167,1,-1,0,unknown,0
7945,43,management,single,secondary,no,109,yes,no,unknown,27,may,64,3,-1,0,unknown,0
7946,30,unemployed,single,secondary,no,0,yes,no,cellular,16,apr,137,1,-1,0,unknown,0
7947,34,entrepreneur,married,secondary,no,456,yes,yes,cellular,28,aug,137,8,-1,0,unknown,0
7948,21,student,single,unknown,no,137,yes,no,unknown,12,may,198,3,-1,0,unknown,0
7949,52,admin.,married,secondary,no,299,no,no,cellular,19,nov,310,4,-1,0,unknown,0
7950,31,admin.,single,secondary,no,162,yes,no,unknown,28,may,247,1,-1,0,unknown,0
7951,42,technician,divorced,secondary,no,1533,no,yes,cellular,5,aug,86,1,-1,0,unknown,0
7952,31,entrepreneur,single,unknown,no,301,yes,no,cellular,4,feb,371,1,-1,0,unknown,0
7953,58,management,married,tertiary,no,1697,no,no,unknown,20,jun,55,2,-1,0,unknown,0
7954,51,management,married,secondary,no,441,yes,no,cellular,7,may,189,2,167,2,other,0
7955,38,entrepreneur,married,tertiary,no,898,yes,no,unknown,6,may,132,2,-1,0,unknown,0
7956,32,technician,single,secondary,no,945,no,no,cellular,4,may,312,3,-1,0,unknown,0
7957,31,entrepreneur,divorced,tertiary,no,0,yes,no,cellular,18,nov,164,1,-1,0,unknown,0
7958,36,blue-collar,single,tertiary,no,1830,no,no,cellular,14,oct,183,1,91,11,failure,0
7959,33,blue-collar,married,tertiary,no,6138,yes,no,unknown,20,may,369,1,-1,0,unknown,0
7960,47,technician,divorced,unknown,no,442,yes,no,cellular,11,may,85,1,-1,0,unknown,0
7961,52,management,married,tertiary,no,0,no,no,cellular,12,aug,106,2,-1,0,unknown,1
7962,42,blue-collar,married,primary,no,1556,no,yes,cellular,8,jul,113,1,-1,0,unknown,1
7963,39,admin.,divorced,secondary,no,83,yes,no,cellular,30,jul,69,6,-1,0,unknown,0
7964,31,admin.,single,secondary,no,430,yes,no,cellular,15,apr,103,2,-1,0,unknown,0
7965,52,services,married,secondary,no,-336,no,yes,unknown,12,jun,111,8,-1,0,unknown,1
7966,40,blue-collar,divorced,unknown,no,528,yes,no,cellular,13,may,340,2,357,5,failure,0
7967,29,blue-collar,married,primary,no,111,yes,no,cellular,6,may,14,11,-1,0,unknown,0
7968,49,management,single,tertiary,no,1556,yes,no,cellular,28,jul,674,3,-1,0,unknown,0
7969,57,management,divorced,tertiary,no,408,yes,no,cellular,13,may,402,2,351,1,failure,0
7970,35,technician,married,secondary,no,1067,no,yes,cellular,12,aug,179,6,-1,0,unknown,0
7971,26,blue-collar,single,secondary,no,277,no,no,unknown,14,may,514,2,-1,0,unknown,1
7972,35,blue-collar,married,secondary,no,257,yes,no,cellular,14,may,186,1,-1,0,unknown,1
7973,31,management,single,tertiary,no,0,yes,yes,cellular,14,may,117,3,352,3,failure,0
7974,57,management,divorced,tertiary,no,2549,no,no,cellular,17,jul,193,2,-1,0,unknown,1
7975,32,services,divorced,secondary,no,4612,yes,no,cellular,24,jul,937,4,-1,0,unknown,0
7976,87,retired,married,secondary,no,433,no,no,telephone,15,dec,150,1,-1,0,unknown,0
7977,44,self-employed,married,unknown,no,680,yes,no,telephone,30,jul,84,4,-1,0,unknown,0
7978,41,blue-collar,single,secondary,no,3851,no,no,cellular,19,nov,130,1,-1,0,unknown,0
7979,36,management,single,tertiary,no,442,yes,yes,cellular,29,jul,102,3,-1,0,unknown,0
7980,56,services,married,secondary,no,642,yes,no,cellular,30,jan,16,1,2,3,other,0
7981,35,blue-collar,single,secondary,no,487,yes,no,unknown,15,may,117,1,-1,0,unknown,1
7982,46,admin.,married,secondary,no,171,yes,yes,cellular,11,oct,251,1,430,1,failure,0
7983,41,entrepreneur,married,secondary,no,187,no,yes,cellular,21,jul,354,1,-1,0,unknown,0
7984,34,management,married,tertiary,no,101,yes,no,cellular,13,aug,209,5,-1,0,unknown,0
7985,48,blue-collar,married,primary,no,343,no,no,unknown,19,jun,136,1,-1,0,unknown,1
7986,31,unemployed,single,secondary,no,315,no,no,cellular,30,jan,130,1,2,1,other,0
7987,41,services,married,secondary,no,205,yes,no,unknown,8,may,91,1,-1,0,unknown,0
7988,36,blue-collar,married,primary,no,106,yes,no,cellular,29,jul,171,13,-1,0,unknown,0
7989,31,technician,married,secondary,no,477,no,no,cellular,30,apr,146,1,-1,0,unknown,0
7990,37,management,single,tertiary,no,2875,no,no,cellular,20,nov,110,2,-1,0,unknown,0
7991,48,technician,married,secondary,no,1000,no,no,cellular,21,nov,104,2,-1,0,unknown,0
7992,31,unemployed,married,secondary,no,-825,yes,no,unknown,7,may,179,2,-1,0,unknown,0
7993,42,admin.,married,secondary,no,534,yes,no,unknown,16,may,139,2,-1,0,unknown,0
7994,50,blue-collar,married,unknown,no,452,no,no,cellular,20,aug,181,2,-1,0,unknown,0
7995,47,management,married,secondary,no,623,yes,no,cellular,13,may,102,6,-1,0,unknown,0
7996,43,technician,married,secondary,no,310,yes,no,unknown,29,may,291,1,-1,0,unknown,0
7997,59,housemaid,married,secondary,no,454,no,no,cellular,21,aug,162,1,-1,0,unknown,0
7998,35,management,single,tertiary,no,2306,no,no,cellular,18,aug,86,7,-1,0,unknown,0
7999,24,technician,single,secondary,no,-126,yes,yes,unknown,13,may,382,2,-1,0,unknown,0
8000,49,blue-collar,married,primary,no,399,no,no,cellular,29,jan,679,1,-1,0,unknown,0
8001,47,services,married,secondary,no,0,yes,no,telephone,9,jul,250,1,-1,0,unknown,0
8002,57,self-employed,married,secondary,no,2109,no,no,cellular,21,aug,107,6,-1,0,unknown,0
8003,29,management,married,tertiary,no,0,yes,yes,cellular,15,jul,218,1,-1,0,unknown,0
8004,50,management,married,tertiary,no,-470,yes,no,cellular,19,nov,130,2,160,1,failure,0
8005,32,management,married,tertiary,no,81,yes,no,cellular,17,nov,120,1,-1,0,unknown,1
8006,23,admin.,single,secondary,no,1104,yes,no,unknown,12,may,120,2,-1,0,unknown,0
8007,41,technician,married,secondary,no,457,yes,yes,unknown,26,may,181,2,-1,0,unknown,0
8008,48,blue-collar,divorced,primary,no,0,no,no,unknown,6,jun,248,2,-1,0,unknown,0
8009,29,management,married,tertiary,no,941,yes,no,unknown,4,jun,570,11,-1,0,unknown,1
8010,42,admin.,married,primary,no,-466,no,yes,telephone,31,jul,94,15,-1,0,unknown,1
8011,38,admin.,single,secondary,no,2600,yes,no,cellular,19,nov,67,1,-1,0,unknown,0
8012,31,management,single,tertiary,no,3,no,no,cellular,4,feb,406,2,-1,0,unknown,1
8013,38,technician,married,unknown,no,90,yes,yes,unknown,8,may,20,2,-1,0,unknown,0
8014,50,management,married,tertiary,no,2570,no,no,cellular,18,nov,273,2,-1,0,unknown,0
8015,36,management,single,tertiary,no,181,yes,no,cellular,13,may,159,2,278,4,failure,0
8016,52,blue-collar,married,primary,no,66653,no,no,cellular,14,aug,109,3,-1,0,unknown,1
8017,50,entrepreneur,married,secondary,no,556,yes,no,unknown,16,may,130,2,-1,0,unknown,0
8018,38,housemaid,married,secondary,no,110,no,no,cellular,25,may,167,1,-1,0,unknown,0
8019,30,services,single,secondary,no,9,no,yes,cellular,29,jan,194,2,205,2,failure,0
8020,46,management,married,secondary,no,0,no,no,unknown,12,jun,155,1,-1,0,unknown,0
8021,54,management,married,secondary,yes,5249,yes,no,cellular,17,nov,108,1,-1,0,unknown,0
8022,46,blue-collar,married,primary,no,2499,yes,no,unknown,16,may,42,3,-1,0,unknown,0
8023,49,management,married,tertiary,no,276,no,no,cellular,27,aug,62,5,-1,0,unknown,0
8024,36,management,single,tertiary,no,3343,no,no,cellular,18,nov,307,1,-1,0,unknown,0
8025,58,self-employed,married,secondary,no,9994,no,no,cellular,10,jul,400,1,-1,0,unknown,0
8026,29,admin.,single,secondary,no,613,yes,no,unknown,19,jun,779,1,-1,0,unknown,0
8027,41,blue-collar,single,secondary,no,925,yes,no,telephone,13,may,43,1,-1,0,unknown,0
8028,32,management,married,tertiary,no,393,no,no,cellular,28,jan,458,2,-1,0,unknown,0
8029,33,services,divorced,secondary,yes,339,yes,no,unknown,23,may,496,4,-1,0,unknown,0
8030,31,entrepreneur,married,tertiary,no,1216,no,no,cellular,8,aug,150,4,-1,0,unknown,0
8031,44,technician,married,tertiary,no,1818,yes,yes,cellular,30,apr,247,1,-1,0,unknown,1
8032,51,entrepreneur,divorced,tertiary,no,2109,no,no,cellular,12,apr,119,1,181,2,success,0
8033,38,admin.,married,secondary,no,46,no,no,cellular,7,aug,48,2,-1,0,unknown,0
8034,38,management,married,tertiary,no,980,no,no,unknown,3,jun,662,5,-1,0,unknown,1
8035,27,unemployed,single,tertiary,no,3060,no,no,cellular,30,jan,533,1,-1,0,unknown,0
8036,41,housemaid,married,primary,no,46,no,no,cellular,22,aug,268,1,-1,0,unknown,0
8037,32,blue-collar,married,primary,no,274,yes,no,unknown,9,may,21,3,-1,0,unknown,0
8038,45,admin.,married,secondary,no,805,yes,no,unknown,15,may,186,3,-1,0,unknown,0
8039,54,housemaid,married,primary,no,3151,no,no,unknown,18,jun,350,7,-1,0,unknown,0
8040,36,technician,divorced,secondary,no,160,yes,no,unknown,26,may,142,1,-1,0,unknown,0
8041,33,management,married,tertiary,no,0,yes,no,cellular,28,jul,54,3,-1,0,unknown,0
8042,40,services,divorced,secondary,no,694,yes,no,cellular,31,jul,75,14,-1,0,unknown,0
8043,37,blue-collar,married,secondary,no,509,yes,no,cellular,20,apr,172,1,-1,0,unknown,1
8044,48,blue-collar,married,primary,no,237,yes,no,unknown,19,jun,18,18,-1,0,unknown,1
8045,36,management,married,tertiary,no,0,yes,no,cellular,29,jan,86,1,237,17,other,0
8046,46,management,married,tertiary,no,16,yes,no,cellular,6,may,304,1,-1,0,unknown,0
8047,29,admin.,divorced,secondary,no,504,yes,no,cellular,7,may,203,1,-1,0,unknown,0
8048,41,technician,married,secondary,no,-274,yes,no,unknown,27,may,182,3,-1,0,unknown,1
8049,44,management,married,tertiary,no,0,yes,no,unknown,28,may,260,1,-1,0,unknown,0
8050,40,management,married,tertiary,no,0,yes,no,cellular,2,feb,279,1,-1,0,unknown,0
8051,33,technician,single,tertiary,no,2565,yes,no,cellular,13,may,128,2,-1,0,unknown,0
8052,60,technician,married,tertiary,no,91,no,no,cellular,27,aug,105,4,-1,0,unknown,0
8053,48,blue-collar,married,secondary,no,558,yes,no,telephone,5,feb,708,8,-1,0,unknown,0
8054,37,unemployed,single,tertiary,no,1032,no,no,telephone,4,feb,63,1,-1,0,unknown,0
8055,39,management,married,tertiary,no,351,yes,no,unknown,20,may,999,3,-1,0,unknown,1
8056,28,student,single,secondary,no,231,yes,no,cellular,8,may,55,1,-1,0,unknown,0
8057,44,housemaid,married,primary,no,3706,no,no,unknown,17,jun,209,3,-1,0,unknown,0
8058,37,management,married,tertiary,no,5,no,no,cellular,29,aug,36,2,-1,0,unknown,0
8059,58,management,single,tertiary,no,342,no,yes,cellular,11,jul,564,2,-1,0,unknown,0
8060,50,unemployed,single,secondary,no,588,no,no,cellular,31,jul,649,3,-1,0,unknown,0
8061,38,services,married,secondary,no,3165,yes,no,unknown,12,may,152,2,-1,0,unknown,0
8062,31,management,single,tertiary,no,0,no,no,cellular,25,aug,101,6,-1,0,unknown,0
8063,33,technician,divorced,secondary,no,464,no,no,cellular,4,feb,207,4,-1,0,unknown,0
8064,35,management,single,tertiary,no,837,no,no,cellular,4,aug,329,1,-1,0,unknown,0
8065,58,retired,married,secondary,no,5435,yes,no,unknown,6,may,118,1,-1,0,unknown,0
8066,26,blue-collar,single,primary,no,102,yes,no,unknown,16,may,46,1,-1,0,unknown,0
8067,34,admin.,married,secondary,no,641,yes,yes,unknown,16,may,467,1,-1,0,unknown,1
8068,50,blue-collar,married,primary,no,334,no,no,cellular,27,aug,79,3,-1,0,unknown,0
8069,42,blue-collar,married,unknown,no,149,yes,no,telephone,23,jul,329,3,-1,0,unknown,0
8070,46,admin.,married,secondary,no,179,yes,no,cellular,29,jan,194,4,436,1,other,0
8071,45,blue-collar,married,primary,no,61,no,no,cellular,17,apr,108,1,-1,0,unknown,0
8072,46,services,married,secondary,no,375,no,no,telephone,31,jul,172,6,-1,0,unknown,0
8073,31,technician,single,secondary,no,2088,no,no,cellular,9,feb,15,14,-1,0,unknown,1
8074,44,technician,single,secondary,no,29,yes,no,unknown,5,may,151,1,-1,0,unknown,0
8075,36,management,married,tertiary,no,3839,no,no,cellular,19,nov,146,1,-1,0,unknown,0
8076,50,management,married,secondary,no,2910,no,no,telephone,29,jul,790,1,-1,0,unknown,0
8077,33,management,single,tertiary,no,3770,no,no,cellular,28,jan,757,2,-1,0,unknown,0
8078,33,blue-collar,married,primary,no,141,yes,no,unknown,21,may,578,2,-1,0,unknown,0
8079,55,management,single,tertiary,no,0,no,no,cellular,30,apr,156,3,-1,0,unknown,0
8080,40,services,single,secondary,no,65,yes,no,cellular,15,may,15,3,-1,0,unknown,1
8081,30,technician,married,secondary,no,-306,yes,yes,cellular,18,nov,372,1,186,1,failure,0
8082,36,services,married,secondary,no,3740,yes,no,cellular,7,apr,254,1,-1,0,unknown,0
8083,34,services,divorced,secondary,no,0,yes,yes,unknown,20,may,203,1,-1,0,unknown,0
8084,46,entrepreneur,married,secondary,no,131,yes,no,cellular,20,apr,69,2,-1,0,unknown,0
8085,55,management,married,tertiary,no,23189,yes,no,unknown,14,may,77,1,-1,0,unknown,0
8086,56,blue-collar,divorced,primary,yes,-1,no,no,cellular,18,jul,304,3,-1,0,unknown,0
8087,34,admin.,single,secondary,no,6979,yes,no,cellular,15,may,14,5,-1,0,unknown,1
8088,42,management,married,tertiary,no,187,no,no,cellular,11,aug,64,1,-1,0,unknown,0
8089,48,blue-collar,married,primary,no,1203,no,no,cellular,6,aug,61,5,-1,0,unknown,1
8090,51,management,married,primary,no,6298,yes,no,unknown,20,jun,14,3,-1,0,unknown,0
8091,45,blue-collar,single,tertiary,no,-243,no,yes,cellular,8,jul,171,2,-1,0,unknown,0
8092,35,self-employed,single,primary,no,181,yes,no,unknown,15,may,19,8,-1,0,unknown,0
8093,63,self-employed,married,tertiary,no,661,no,no,cellular,2,mar,56,2,-1,0,unknown,1
8094,35,blue-collar,married,secondary,no,270,yes,yes,cellular,6,apr,332,2,335,1,failure,0
8095,25,student,single,secondary,no,1919,yes,no,cellular,15,may,264,1,351,4,failure,0
8096,26,self-employed,married,secondary,no,492,yes,yes,cellular,15,may,439,4,-1,0,unknown,0
8097,29,management,single,tertiary,no,91,no,no,cellular,30,apr,99,1,274,4,other,0
8098,26,management,married,tertiary,no,775,no,no,unknown,19,may,35,3,-1,0,unknown,0
8099,26,blue-collar,single,secondary,no,2669,yes,no,cellular,16,apr,242,1,-1,0,unknown,0
8100,23,management,single,tertiary,no,2605,yes,no,unknown,7,may,278,6,-1,0,unknown,1
8101,51,management,single,unknown,no,1277,no,no,cellular,22,feb,143,5,294,1,failure,0
8102,51,blue-collar,married,secondary,no,568,yes,no,unknown,4,jun,37,1,-1,0,unknown,0
8103,43,technician,married,secondary,no,2344,yes,no,unknown,27,may,111,2,-1,0,unknown,0
8104,81,retired,divorced,primary,no,4321,no,no,cellular,11,aug,163,3,-1,0,unknown,0
8105,42,management,divorced,tertiary,no,1064,no,no,cellular,18,aug,101,2,-1,0,unknown,0
8106,41,services,married,secondary,no,241,yes,yes,unknown,4,jun,144,1,-1,0,unknown,0
8107,35,technician,single,secondary,no,183,no,no,cellular,1,sep,516,2,130,2,failure,0
8108,32,management,married,tertiary,no,9214,no,yes,unknown,18,oct,71,1,-1,0,unknown,0
8109,51,services,single,secondary,no,513,yes,no,cellular,29,jul,331,2,-1,0,unknown,1
8110,33,technician,married,secondary,no,14850,yes,no,cellular,5,feb,122,5,-1,0,unknown,0
8111,38,self-employed,married,secondary,no,279,yes,no,unknown,28,may,110,5,-1,0,unknown,0
8112,48,retired,married,tertiary,no,4,no,yes,cellular,23,jul,70,5,-1,0,unknown,0
8113,50,technician,divorced,secondary,no,-298,yes,no,cellular,6,feb,68,8,-1,0,unknown,1
8114,39,blue-collar,single,secondary,no,522,yes,no,telephone,14,may,225,7,350,2,failure,1
8115,30,services,single,secondary,no,0,yes,no,cellular,7,jul,161,2,-1,0,unknown,0
8116,39,technician,married,secondary,no,8,no,yes,cellular,17,nov,333,2,96,2,failure,0
8117,35,technician,married,tertiary,no,432,no,no,cellular,12,aug,104,8,-1,0,unknown,0
8118,41,technician,married,secondary,no,-378,yes,no,cellular,5,feb,361,1,253,2,failure,0
8119,41,admin.,married,secondary,no,338,yes,no,unknown,16,may,121,1,-1,0,unknown,0
8120,35,blue-collar,married,primary,no,2878,yes,no,cellular,18,nov,140,2,-1,0,unknown,0
8121,43,management,married,primary,no,62,yes,no,cellular,14,may,133,1,300,3,failure,0
8122,27,services,married,secondary,no,1303,yes,yes,unknown,21,may,364,1,-1,0,unknown,1
8123,32,technician,married,secondary,no,255,no,yes,cellular,25,aug,63,5,-1,0,unknown,0
8124,39,technician,divorced,secondary,no,0,yes,yes,cellular,30,apr,85,1,-1,0,unknown,0
8125,37,management,married,tertiary,no,1125,yes,no,unknown,3,jun,301,1,-1,0,unknown,0
8126,40,entrepreneur,married,secondary,no,1238,yes,no,telephone,21,jul,50,2,-1,0,unknown,0
8127,33,blue-collar,married,secondary,no,370,yes,no,cellular,8,apr,249,1,-1,0,unknown,0
8128,29,management,married,tertiary,no,2417,yes,no,cellular,7,may,126,2,-1,0,unknown,0
8129,50,housemaid,married,primary,no,4,no,no,unknown,16,jun,51,1,-1,0,unknown,0
8130,39,admin.,married,primary,no,444,yes,no,cellular,8,may,374,2,-1,0,unknown,0
8131,32,technician,single,secondary,no,28,yes,no,cellular,18,nov,368,1,-1,0,unknown,0
8132,49,management,married,tertiary,no,2139,no,no,cellular,5,aug,278,1,-1,0,unknown,0
8133,37,blue-collar,married,secondary,no,194,yes,no,unknown,12,may,566,7,-1,0,unknown,0
8134,57,blue-collar,married,primary,yes,195,no,yes,telephone,30,jul,185,4,-1,0,unknown,0
8135,44,management,married,secondary,no,0,no,no,cellular,21,aug,167,2,-1,0,unknown,0
8136,36,self-employed,married,secondary,no,189,yes,no,cellular,22,jul,632,1,-1,0,unknown,1
8137,55,management,single,secondary,no,220,yes,no,unknown,6,may,328,2,-1,0,unknown,0
8138,40,admin.,married,primary,no,189,yes,no,unknown,27,may,160,2,-1,0,unknown,0
8139,40,blue-collar,married,secondary,no,746,yes,yes,cellular,2,feb,241,1,262,3,other,0
8140,41,services,married,primary,no,0,yes,no,cellular,17,jul,18,11,-1,0,unknown,1
8141,65,retired,married,secondary,no,23421,no,no,cellular,2,feb,432,1,-1,0,unknown,0
8142,31,blue-collar,married,secondary,no,41,yes,no,unknown,19,may,265,1,-1,0,unknown,0
8143,48,blue-collar,married,secondary,no,7408,no,yes,cellular,4,feb,101,2,-1,0,unknown,0
8144,55,retired,married,tertiary,no,101,yes,no,cellular,9,jul,111,1,-1,0,unknown,0
8145,34,admin.,married,secondary,no,384,yes,no,cellular,14,may,551,2,-1,0,unknown,0
8146,36,admin.,single,secondary,no,2556,yes,no,cellular,13,apr,342,1,-1,0,unknown,1
8147,33,management,married,tertiary,no,808,yes,no,cellular,19,aug,12,16,-1,0,unknown,1
8148,46,management,married,tertiary,no,0,no,no,cellular,26,may,401,1,-1,0,unknown,1
8149,52,management,married,tertiary,no,1158,no,no,cellular,27,aug,57,4,-1,0,unknown,0
8150,33,management,married,tertiary,no,334,no,no,cellular,25,nov,87,1,-1,0,unknown,1
8151,29,blue-collar,married,secondary,no,296,yes,no,unknown,4,jun,153,1,-1,0,unknown,0
8152,36,technician,married,primary,no,1653,yes,yes,unknown,27,may,336,10,-1,0,unknown,0
8153,37,admin.,married,secondary,no,1283,yes,no,unknown,20,may,209,1,-1,0,unknown,0
8154,53,blue-collar,married,primary,no,2295,no,no,cellular,21,aug,65,10,-1,0,unknown,0
8155,28,unemployed,married,secondary,no,-42,yes,yes,cellular,31,jul,143,4,-1,0,unknown,0
8156,19,student,single,secondary,no,55,no,no,telephone,6,oct,89,2,193,1,other,0
8157,41,housemaid,married,primary,no,365,no,no,cellular,8,aug,203,5,-1,0,unknown,0
8158,33,services,single,secondary,no,772,yes,no,cellular,29,jan,323,2,259,3,success,0
8159,28,management,single,tertiary,no,334,yes,no,unknown,14,may,438,4,-1,0,unknown,1
8160,40,admin.,married,secondary,no,1060,yes,no,cellular,17,apr,14,3,-1,0,unknown,0
8161,78,retired,married,unknown,no,38,no,no,telephone,4,aug,156,1,1,3,other,0
8162,29,services,single,secondary,no,146,yes,no,unknown,19,may,104,2,-1,0,unknown,0
8163,36,unemployed,married,secondary,no,439,yes,no,telephone,6,feb,18,6,-1,0,unknown,0
8164,59,entrepreneur,married,primary,no,124,yes,no,cellular,18,nov,531,3,134,7,failure,0
8165,34,services,married,secondary,no,190,yes,no,cellular,15,may,121,3,-1,0,unknown,0
8166,82,retired,married,unknown,no,211,no,no,telephone,22,apr,195,3,-1,0,unknown,0
8167,36,management,married,tertiary,no,871,no,no,cellular,18,nov,170,1,-1,0,unknown,0
8168,48,management,married,primary,no,1513,no,no,cellular,29,jan,166,2,-1,0,unknown,1
8169,36,blue-collar,married,primary,no,871,yes,yes,telephone,18,nov,2,1,-1,0,unknown,0
8170,25,technician,single,secondary,no,1298,no,no,cellular,2,sep,206,7,94,2,other,1
8171,40,technician,single,secondary,no,360,yes,no,unknown,9,may,73,1,-1,0,unknown,0
8172,33,services,married,tertiary,no,597,no,no,cellular,4,feb,134,1,-1,0,unknown,0
8173,30,blue-collar,divorced,secondary,yes,457,yes,no,unknown,20,jun,115,20,-1,0,unknown,0
8174,27,services,single,secondary,no,2457,yes,no,unknown,29,may,123,4,-1,0,unknown,0
8175,34,technician,married,tertiary,no,2069,no,no,cellular,20,aug,328,2,-1,0,unknown,0
8176,28,services,single,secondary,no,47,no,no,cellular,22,jul,405,2,-1,0,unknown,1
8177,40,blue-collar,married,primary,no,13,yes,no,unknown,4,jul,178,1,-1,0,unknown,1
8178,47,retired,married,secondary,no,-71,yes,no,cellular,11,aug,293,5,-1,0,unknown,0
8179,59,unknown,divorced,unknown,no,27,no,no,unknown,5,may,347,3,-1,0,unknown,0
8180,30,services,single,secondary,no,-114,yes,no,cellular,21,jul,396,2,-1,0,unknown,0
8181,39,unemployed,single,secondary,no,2645,yes,no,unknown,21,may,339,3,-1,0,unknown,0
8182,44,blue-collar,married,secondary,no,1025,yes,no,unknown,18,jun,200,1,-1,0,unknown,0
8183,46,management,single,tertiary,no,2044,no,no,telephone,4,feb,25,1,-1,0,unknown,1
8184,32,housemaid,married,tertiary,no,10,yes,no,unknown,2,jun,658,2,-1,0,unknown,0
